Customer_ID,Gender,Age,Marital_Status,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Credit_Score,Application_Date,Loan_Status,Total_Income,Loan_to_Income_Ratio,ApplicantIncome_Normalized,LoanAmount_Normalized,Credit_Score_Normalized,Total_Income_Normalized
CUST10171,Female,62,Widowed,Not Graduate,No,137131.87,22601.59,25775.0,360,1,Urban,596,2022-04-04,Rejected,159733.46,0.161,1.0,1.0,0.4664,0.5786
CUST11047,Male,60,Single,Not Graduate,No,89154.22,0.0,16100.0,240,1,Rural,646,2023-07-28,Rejected,89154.22,0.181,0.6298,0.6095,0.5548,0.3103
CUST10168,Male,39,Single,Not Graduate,No,31142.67,11719.82,5400.0,360,1,Semiurban,657,2022-04-03,Approved,42862.49,0.126,0.1821,0.1776,0.5742,0.1343
CUST10493,Male,46,Married,Graduate,No,43544.86,5963.4,5600.0,180,1,Urban,801,2022-09-28,Approved,49508.26,0.113,0.2778,0.1857,0.8286,0.1596
CUST11260,Male,43,Single,Graduate,Yes,137131.87,2554.67,25775.0,360,1,Rural,739,2023-11-22,Approved,139686.54,0.185,1.0,1.0,0.7191,0.5024
CUST11038,Female,64,Single,Graduate,No,40368.43,29638.81,5500.0,360,1,Urban,676,2023-07-23,Approved,70007.24,0.079,0.2533,0.1816,0.6078,0.2375
CUST11776,Male,46,Married,Post Graduate,No,45161.84,15851.55,6100.0,360,0,Urban,622,2024-08-30,Approved,61013.39,0.1,0.2903,0.2059,0.5124,0.2033
CUST10893,Male,47,Married,Graduate,No,17502.8,12774.69,5800.0,120,1,Urban,617,2023-05-05,Rejected,30277.49,0.192,0.0769,0.1937,0.5035,0.0864
CUST10272,Male,44,Married,Not Graduate,Yes,137131.87,14523.32,25775.0,360,1,Urban,651,2022-05-29,Approved,151655.19,0.17,1.0,1.0,0.5636,0.5479
CUST11304,Female,34,Married,Not Graduate,No,26739.72,17045.79,3700.0,360,1,Semiurban,686,2023-12-16,Approved,43785.51,0.085,0.1481,0.109,0.6254,0.1378
CUST10420,Female,38,Single,Graduate,No,73266.04,38796.5,8500.0,360,0,Rural,655,2022-08-19,Approved,112062.54,0.076,0.5072,0.3027,0.5707,0.3974
CUST10094,Male,26,Married,Graduate,Yes,35699.08,21959.84,6200.0,12,0,Urban,732,2022-02-21,Approved,57658.92,0.108,0.2173,0.2099,0.7067,0.1905
CUST11377,Male,38,Divorced,Graduate,No,116566.78,0.0,19600.0,360,1,Rural,631,2024-01-25,Approved,116566.78,0.168,0.8413,0.7508,0.5283,0.4145
CUST11593,Female,38,Divorced,Not Graduate,No,61346.36,0.0,16800.0,180,0,Semiurban,773,2024-05-22,Approved,61346.36,0.274,0.4152,0.6377,0.7792,0.2046
CUST11604,Male,29,Widowed,Not Graduate,No,46226.86,15605.94,6800.0,180,1,Rural,607,2024-05-28,Rejected,61832.8,0.11,0.2985,0.2341,0.4859,0.2064
CUST10042,Male,37,Married,Not Graduate,No,68966.31,7565.74,8300.0,360,1,Rural,686,2022-01-24,Approved,76532.05,0.108,0.474,0.2947,0.6254,0.2623
CUST10056,Female,38,Married,Graduate,No,9287.9,0.0,2800.0,360,1,Semiurban,726,2022-01-31,Approved,9287.9,0.301,0.0135,0.0727,0.6961,0.0066
CUST11610,Male,56,Married,Not Graduate,No,34293.48,8102.6,4800.0,360,1,Semiurban,701,2024-05-31,Approved,42396.08,0.113,0.2064,0.1534,0.6519,0.1325
CUST11798,Female,46,Married,Graduate,No,73224.59,26931.44,8500.0,360,1,Semiurban,789,2024-09-11,Approved,100156.03,0.085,0.5068,0.3027,0.8074,0.3521
CUST11183,Male,44,Single,Graduate,No,76737.45,62846.76,11900.0,180,1,Semiurban,743,2023-10-11,Rejected,139584.21,0.085,0.534,0.44,0.7261,0.502
CUST11297,Male,23,Widowed,Not Graduate,No,137131.87,0.0,25775.0,360,1,Rural,608,2023-12-12,Rejected,137131.87,0.188,1.0,1.0,0.4876,0.4927
CUST10888,Male,46,Single,Not Graduate,Yes,38554.5,0.0,10100.0,240,1,Semiurban,653,2023-05-02,Approved,38554.5,0.262,0.2393,0.3673,0.5671,0.1179
CUST10574,Female,32,Married,Not Graduate,No,97991.18,19371.75,25775.0,120,1,Semiurban,719,2022-11-11,Approved,117362.93,0.22,0.698,1.0,0.6837,0.4176
CUST10038,Male,49,Single,Graduate,No,47694.52,0.0,5900.0,120,1,Semiurban,619,2022-01-21,Approved,47694.52,0.124,0.3098,0.1978,0.5071,0.1527
CUST10306,Female,29,Married,Graduate,No,137131.87,0.0,24700.0,360,1,Rural,776,2022-06-17,Approved,137131.87,0.18,1.0,0.9566,0.7845,0.4927
CUST10668,Male,40,Divorced,Graduate,No,44231.27,18904.06,6400.0,360,1,Semiurban,623,2023-01-01,Rejected,63135.33,0.101,0.2831,0.218,0.5141,0.2114
CUST10006,Male,31,Married,Graduate,Yes,46248.79,19582.6,14500.0,60,1,Urban,586,2022-01-04,Approved,65831.39,0.22,0.2987,0.5449,0.4488,0.2216
CUST11070,Male,38,Married,Graduate,No,33039.25,2829.15,4600.0,360,1,Rural,806,2023-08-10,Approved,35868.4,0.128,0.1968,0.1453,0.8375,0.1077
CUST10782,Female,38,Widowed,Post Graduate,No,39198.64,9737.65,7300.0,360,1,Urban,649,2023-03-05,Approved,48936.29,0.149,0.2443,0.2543,0.5601,0.1574
CUST10408,Male,43,Single,Post Graduate,No,35708.13,0.0,5100.0,360,1,Urban,795,2022-08-12,Approved,35708.13,0.143,0.2173,0.1655,0.818,0.1071
CUST11008,Male,30,Married,Graduate,Yes,94584.44,0.0,23100.0,300,1,Rural,665,2023-07-07,Approved,94584.44,0.244,0.6717,0.892,0.5883,0.3309
CUST10781,Female,28,Single,Graduate,No,46910.05,14721.23,11300.0,360,1,Rural,700,2023-03-04,Approved,61631.28,0.183,0.3038,0.4157,0.6502,0.2057
CUST10166,Female,38,Married,Graduate,No,28606.11,0.0,4500.0,300,1,Urban,680,2022-04-01,Rejected,28606.11,0.157,0.1625,0.1413,0.6148,0.0801
CUST10534,Male,38,Single,Post Graduate,No,90428.36,30006.95,14300.0,36,1,Semiurban,626,2022-10-20,Rejected,120435.31,0.119,0.6396,0.5368,0.5194,0.4292
CUST10583,Female,45,Single,Graduate,Yes,58820.11,0.0,18300.0,36,0,Urban,790,2022-11-16,Approved,58820.11,0.311,0.3957,0.6983,0.8092,0.195
CUST11267,Female,38,Single,Not Graduate,No,42346.72,0.0,12800.0,360,1,Urban,729,2023-11-26,Rejected,42346.72,0.302,0.2686,0.4763,0.7014,0.1323
CUST11920,Female,42,Single,Post Graduate,Yes,24453.75,0.0,4900.0,360,1,Semiurban,603,2024-11-17,Approved,24453.75,0.2,0.1305,0.1574,0.4788,0.0643
CUST11890,Male,38,Married,Graduate,No,66767.15,20903.62,10800.0,360,1,Urban,749,2024-11-01,Approved,87670.77,0.123,0.457,0.3956,0.7367,0.3047
CUST11395,Male,39,Single,Post Graduate,No,33776.04,2881.31,6300.0,360,1,Urban,673,2024-02-04,Rejected,36657.35,0.172,0.2024,0.2139,0.6025,0.1107
CUST11784,Male,33,Married,Not Graduate,No,22863.86,17346.07,3600.0,120,1,Urban,731,2024-09-04,Approved,40209.93,0.09,0.1182,0.1049,0.7049,0.1242
CUST11271,Female,28,Single,Graduate,No,40757.74,3446.12,7000.0,300,0,Rural,673,2023-11-28,Approved,44203.86,0.158,0.2563,0.2422,0.6025,0.1394
CUST11908,Female,56,Single,Post Graduate,No,55615.75,0.0,13900.0,360,0,Rural,642,2024-11-11,Approved,55615.75,0.25,0.371,0.5207,0.5477,0.1828
CUST11122,Female,19,Divorced,Graduate,No,95599.69,3137.35,17500.0,60,1,Urban,631,2023-09-07,Rejected,98737.04,0.177,0.6795,0.666,0.5283,0.3467
CUST11301,Female,31,Married,Post Graduate,No,51961.91,21897.35,5900.0,180,1,Semiurban,647,2023-12-14,Rejected,73859.26,0.08,0.3428,0.1978,0.5565,0.2521
CUST11084,Female,37,Single,Graduate,No,43980.35,0.0,8200.0,360,1,Urban,653,2023-08-17,Rejected,43980.35,0.186,0.2812,0.2906,0.5671,0.1385
CUST10813,Female,47,Single,Not Graduate,No,35810.39,0.0,5400.0,60,0,Rural,659,2023-03-22,Approved,35810.39,0.151,0.2181,0.1776,0.5777,0.1075
CUST10316,Female,26,Single,Not Graduate,No,58883.44,0.0,9100.0,360,0,Semiurban,674,2022-06-23,Approved,58883.44,0.155,0.3962,0.3269,0.6042,0.1952
CUST11296,Male,38,Divorced,Graduate,No,37625.61,0.0,4300.0,240,1,Rural,618,2023-12-11,Approved,37625.61,0.114,0.2321,0.1332,0.5053,0.1144
CUST11738,Female,23,Married,Graduate,No,45432.76,0.0,10900.0,300,1,Rural,818,2024-08-10,Rejected,45432.76,0.24,0.2924,0.3996,0.8587,0.1441
CUST10516,Male,33,Married,Graduate,No,45279.69,0.0,7500.0,360,1,Rural,731,2022-10-10,Rejected,45279.69,0.166,0.2912,0.2624,0.7049,0.1435
CUST11684,Male,23,Divorced,Graduate,No,18223.49,46262.34,4500.0,360,1,Semiurban,640,2024-07-11,Approved,64485.83,0.07,0.0824,0.1413,0.5442,0.2165
CUST10533,Female,53,Single,Graduate,Yes,49043.56,13069.12,11400.0,360,1,Urban,749,2022-10-19,Approved,62112.68,0.184,0.3203,0.4198,0.7367,0.2075
CUST11113,Female,61,Single,Not Graduate,No,88230.73,0.0,11400.0,360,1,Urban,680,2023-09-02,Rejected,88230.73,0.129,0.6226,0.4198,0.6148,0.3068
CUST10271,Male,40,Married,Graduate,No,39887.09,15228.99,5100.0,36,1,Rural,651,2022-05-29,Approved,55116.08,0.093,0.2496,0.1655,0.5636,0.1809
CUST10548,Male,43,Married,Not Graduate,No,43348.68,11093.37,12900.0,360,1,Rural,795,2022-10-28,Approved,54442.05,0.237,0.2763,0.4803,0.818,0.1783
CUST10964,Female,48,Single,Graduate,No,32533.98,4155.99,5600.0,180,1,Semiurban,614,2023-06-13,Rejected,36689.97,0.153,0.1929,0.1857,0.4982,0.1108
CUST11713,Male,19,Single,Graduate,No,41028.45,11510.76,7300.0,360,1,Semiurban,719,2024-07-27,Approved,52539.21,0.139,0.2584,0.2543,0.6837,0.1711
CUST11645,Female,49,Single,Graduate,Yes,101718.99,0.0,23900.0,360,1,Semiurban,764,2024-06-20,Approved,101718.99,0.235,0.7267,0.9243,0.7633,0.3581
CUST10598,Female,38,Single,Not Graduate,No,40339.81,4556.72,10400.0,240,1,Rural,683,2022-11-24,Approved,44896.53,0.232,0.2531,0.3794,0.6201,0.142
CUST11618,Female,37,Widowed,Post Graduate,Yes,28821.61,2405.46,9300.0,180,1,Rural,664,2024-06-05,Approved,31227.07,0.298,0.1642,0.335,0.5866,0.0901
CUST10570,Male,46,Single,Graduate,No,46191.03,8149.53,6400.0,360,1,Urban,695,2022-11-09,Rejected,54340.56,0.118,0.2982,0.218,0.6413,0.1779
CUST10074,Male,33,Divorced,Graduate,No,44314.28,0.0,11400.0,12,0,Urban,657,2022-02-10,Approved,44314.28,0.257,0.2838,0.4198,0.5742,0.1398
CUST10061,Female,38,Single,Graduate,Yes,17016.35,169533.47,2500.0,360,1,Semiurban,653,2022-02-03,Approved,186549.82,0.013,0.0731,0.0605,0.5671,0.6806
CUST11282,Female,46,Married,Not Graduate,No,40542.96,11846.36,7300.0,36,1,Semiurban,618,2023-12-04,Approved,52389.32,0.139,0.2547,0.2543,0.5053,0.1705
CUST10809,Female,32,Married,Post Graduate,Yes,32700.51,25583.75,6700.0,300,1,Rural,687,2023-03-20,Approved,58284.26,0.115,0.1941,0.2301,0.6272,0.1929
CUST10244,Female,29,Married,Graduate,No,55105.24,2583.06,7600.0,12,1,Rural,648,2022-05-14,Rejected,57688.3,0.132,0.367,0.2664,0.5583,0.1907
CUST11864,Female,35,Single,Graduate,No,35336.27,6443.94,5000.0,360,1,Urban,666,2024-10-18,Approved,41780.21,0.12,0.2145,0.1615,0.5901,0.1302
CUST10105,Male,22,Single,Not Graduate,No,41308.4,1920.87,4800.0,360,1,Urban,624,2022-02-27,Approved,43229.27,0.111,0.2606,0.1534,0.5159,0.1357
CUST10673,Male,29,Divorced,Not Graduate,No,31796.33,9193.76,6800.0,360,1,Urban,772,2023-01-04,Approved,40990.09,0.166,0.1872,0.2341,0.7774,0.1272
CUST10642,Male,41,Single,Not Graduate,No,48423.81,5280.65,8300.0,180,1,Urban,578,2022-12-18,Rejected,53704.46,0.155,0.3155,0.2947,0.4346,0.1755
CUST11279,Female,33,Married,Post Graduate,No,71545.73,37414.8,15200.0,360,1,Rural,693,2023-12-02,Rejected,108960.53,0.14,0.4939,0.5732,0.6378,0.3856
CUST10665,Male,30,Married,Post Graduate,No,79913.68,71734.46,25775.0,360,0,Urban,710,2022-12-31,Rejected,151648.14,0.17,0.5585,1.0,0.6678,0.5479
CUST10509,Male,30,Married,Graduate,No,53397.55,11390.99,7900.0,360,1,Urban,685,2022-10-06,Approved,64788.54,0.122,0.3538,0.2785,0.6237,0.2177
CUST10131,Female,37,Married,Graduate,Yes,66812.51,14472.6,8300.0,300,1,Rural,692,2022-03-13,Rejected,81285.11,0.102,0.4574,0.2947,0.636,0.2804
CUST10444,Male,44,Married,Graduate,No,48423.81,0.0,8300.0,360,1,Urban,672,2022-09-01,Rejected,48423.81,0.171,0.3155,0.2947,0.6007,0.1554
CUST10866,Male,41,Single,Not Graduate,No,68351.7,0.0,10000.0,360,1,Semiurban,500,2023-04-20,Approved,68351.7,0.146,0.4692,0.3633,0.2968,0.2312
CUST11482,Female,39,Married,Not Graduate,No,29319.34,16821.94,8000.0,300,1,Urban,612,2024-03-22,Approved,46141.28,0.173,0.168,0.2825,0.4947,0.1468
CUST11867,Male,37,Married,Graduate,No,21174.64,12122.95,3200.0,360,1,Urban,476,2024-10-19,Approved,33297.59,0.096,0.1052,0.0888,0.2544,0.0979
CUST10057,Female,45,Married,Graduate,No,137131.87,34896.46,24200.0,360,0,Semiurban,612,2022-02-01,Rejected,172028.33,0.141,1.0,0.9364,0.4947,0.6254
CUST11668,Male,50,Single,Graduate,No,54895.21,8844.89,11900.0,360,1,Semiurban,601,2024-07-02,Approved,63740.1,0.187,0.3654,0.44,0.4753,0.2137
CUST11078,Female,42,Married,Graduate,No,100801.83,0.0,22400.0,360,1,Urban,581,2023-08-14,Approved,100801.83,0.222,0.7197,0.8638,0.4399,0.3546
CUST11511,Male,53,Divorced,Graduate,No,51551.19,0.0,15300.0,360,1,Semiurban,641,2024-04-07,Rejected,51551.19,0.297,0.3396,0.5772,0.5459,0.1673
CUST10086,Male,45,Married,Graduate,No,86917.0,0.0,10900.0,360,0,Rural,715,2022-02-17,Rejected,86917.0,0.125,0.6125,0.3996,0.6767,0.3018
CUST11862,Female,40,Widowed,Not Graduate,Yes,87737.67,5624.3,12300.0,240,0,Rural,575,2024-10-16,Approved,93361.97,0.132,0.6188,0.4561,0.4293,0.3263
CUST10771,Female,28,Married,Graduate,No,95074.33,6923.38,22200.0,360,1,Urban,589,2023-02-27,Approved,101997.71,0.218,0.6755,0.8557,0.4541,0.3591
CUST11240,Male,50,Widowed,Post Graduate,Yes,48423.81,0.0,8300.0,360,1,Rural,658,2023-11-11,Approved,48423.81,0.171,0.3155,0.2947,0.576,0.1554
CUST10708,Female,22,Married,Not Graduate,No,87893.01,0.0,10800.0,360,1,Urban,636,2023-01-23,Approved,87893.01,0.123,0.62,0.3956,0.5371,0.3055
CUST11567,Male,35,Married,Graduate,No,25093.82,142023.96,7700.0,360,0,Urban,763,2024-05-08,Rejected,167117.78,0.046,0.1354,0.2704,0.7615,0.6067
CUST11348,Female,49,Widowed,Not Graduate,No,73840.34,15653.63,17600.0,360,1,Urban,774,2024-01-09,Rejected,89493.97,0.197,0.5116,0.67,0.7809,0.3116
CUST11743,Female,26,Married,Not Graduate,No,137131.87,33327.83,25775.0,360,1,Urban,639,2024-08-12,Approved,170459.7,0.151,1.0,1.0,0.5424,0.6194
CUST10538,Male,30,Married,Post Graduate,No,30219.53,12662.66,4200.0,360,1,Semiurban,548,2022-10-22,Rejected,42882.19,0.098,0.175,0.1292,0.3816,0.1344
CUST11445,Female,42,Widowed,Not Graduate,Yes,52048.4,10646.67,6200.0,360,0,Semiurban,563,2024-03-02,Rejected,62695.07,0.099,0.3434,0.2099,0.4081,0.2097
CUST11188,Male,41,Single,Graduate,Yes,33233.66,27564.24,7400.0,360,1,Urban,789,2023-10-13,Rejected,60797.9,0.122,0.1983,0.2583,0.8074,0.2025
CUST11563,Male,38,Divorced,Graduate,No,98213.8,8401.87,19900.0,180,1,Rural,687,2024-05-06,Rejected,106615.67,0.187,0.6997,0.7629,0.6272,0.3767
CUST11315,Female,50,Divorced,Graduate,No,40908.25,0.0,6000.0,36,1,Semiurban,672,2023-12-22,Approved,40908.25,0.147,0.2575,0.2018,0.6007,0.1269
CUST10418,Male,56,Married,Graduate,No,103917.38,0.0,13400.0,360,1,Urban,546,2022-08-17,Approved,103917.38,0.129,0.7437,0.5005,0.3781,0.3664
CUST11857,Male,32,Widowed,Graduate,No,46465.2,50948.5,6800.0,360,1,Urban,711,2024-10-14,Approved,97413.7,0.07,0.3004,0.2341,0.6696,0.3417
CUST11073,Female,29,Married,Graduate,Yes,11927.99,0.0,1900.0,360,0,Semiurban,610,2023-08-11,Rejected,11927.99,0.159,0.0338,0.0363,0.4912,0.0167
CUST11714,Male,40,Married,Graduate,No,137131.87,0.0,17600.0,360,1,Rural,653,2024-07-27,Approved,137131.87,0.128,1.0,0.67,0.5671,0.4927
CUST11642,Female,32,Single,Not Graduate,No,137131.87,54674.27,8300.0,360,0,Urban,601,2024-06-18,Rejected,191806.14,0.043,1.0,0.2947,0.4753,0.7006
CUST10851,Male,57,Single,Graduate,No,72370.11,7418.06,8200.0,12,1,Rural,758,2023-04-12,Approved,79788.17,0.103,0.5003,0.2906,0.7527,0.2747
CUST11759,Female,29,Widowed,Not Graduate,No,55335.74,0.0,6400.0,240,1,Rural,742,2024-08-21,Approved,55335.74,0.116,0.3688,0.218,0.7244,0.1817
CUST11736,Male,37,Single,Graduate,No,98490.34,44260.17,14300.0,360,1,Semiurban,684,2024-08-08,Rejected,142750.51,0.1,0.7018,0.5368,0.6219,0.5141
CUST11700,Female,42,Married,Graduate,No,88030.06,9463.5,15300.0,300,1,Rural,609,2024-07-20,Approved,97493.56,0.157,0.6211,0.5772,0.4894,0.342
CUST11772,Female,45,Divorced,Graduate,No,42585.76,0.0,7000.0,360,1,Semiurban,754,2024-08-28,Approved,42585.76,0.164,0.2704,0.2422,0.7456,0.1332
CUST11307,Female,42,Widowed,Graduate,No,58921.44,0.0,11700.0,360,1,Rural,610,2023-12-17,Rejected,58921.44,0.199,0.3965,0.4319,0.4912,0.1953
CUST11739,Male,52,Married,Graduate,Yes,16248.45,0.0,2700.0,360,1,Semiurban,791,2024-08-10,Rejected,16248.45,0.166,0.0672,0.0686,0.811,0.0331
CUST11805,Female,33,Married,Graduate,No,74001.11,15625.31,18700.0,180,1,Urban,575,2024-09-15,Approved,89626.42,0.209,0.5128,0.7144,0.4293,0.3121
CUST10304,Female,44,Single,Not Graduate,No,35157.72,0.0,4700.0,36,1,Urban,589,2022-06-16,Approved,35157.72,0.134,0.2131,0.1493,0.4541,0.105
CUST11958,Female,23,Single,Graduate,No,88574.0,12655.73,11700.0,120,0,Rural,722,2024-12-08,Approved,101229.73,0.116,0.6253,0.4319,0.689,0.3562
CUST10335,Female,43,Married,Graduate,No,90010.85,96067.23,16200.0,240,1,Urban,638,2022-07-03,Approved,186078.08,0.087,0.6364,0.6135,0.5406,0.6788
CUST10995,Female,25,Single,Graduate,No,137131.87,8766.23,25775.0,360,0,Semiurban,755,2023-06-30,Approved,145898.1,0.177,1.0,1.0,0.7473,0.526
CUST10569,Female,59,Widowed,Graduate,No,58352.32,19650.3,13600.0,360,1,Rural,793,2022-11-08,Approved,78002.62,0.174,0.3921,0.5086,0.8145,0.2679
CUST10088,Male,30,Single,Not Graduate,Yes,78976.76,0.0,11600.0,360,1,Semiurban,722,2022-02-18,Approved,78976.76,0.147,0.5512,0.4279,0.689,0.2716
CUST10874,Male,65,Single,Not Graduate,No,120246.69,4637.61,14000.0,360,1,Urban,752,2023-04-24,Rejected,124884.3,0.112,0.8697,0.5247,0.742,0.4461
CUST11159,Male,41,Single,Not Graduate,No,77496.3,0.0,22400.0,360,1,Urban,714,2023-09-27,Rejected,77496.3,0.289,0.5398,0.8638,0.6749,0.266
CUST11532,Female,41,Married,Not Graduate,Yes,16256.41,26907.27,1900.0,36,1,Urban,620,2024-04-19,Approved,43163.68,0.044,0.0672,0.0363,0.5088,0.1354
CUST10712,Female,35,Single,Graduate,No,42119.79,0.0,4900.0,360,0,Urban,652,2023-01-26,Approved,42119.79,0.116,0.2668,0.1574,0.5654,0.1315
CUST11756,Male,45,Married,Graduate,No,31102.21,41609.35,5600.0,360,1,Rural,731,2024-08-19,Approved,72711.56,0.077,0.1818,0.1857,0.7049,0.2478
CUST11912,Male,56,Widowed,Not Graduate,No,137131.87,23569.78,25775.0,360,1,Urban,535,2024-11-13,Rejected,160701.65,0.16,1.0,1.0,0.3587,0.5823
CUST11389,Male,22,Single,Graduate,No,67928.6,5624.61,14600.0,36,0,Urban,509,2024-01-31,Approved,73553.21,0.198,0.466,0.5489,0.3127,0.251
CUST10221,Female,43,Married,Post Graduate,Yes,62918.0,0.0,10400.0,360,1,Urban,809,2022-05-02,Rejected,62918.0,0.165,0.4273,0.3794,0.8428,0.2105
CUST10319,Female,39,Married,Graduate,No,16279.7,18758.67,2300.0,360,1,Semiurban,511,2022-06-24,Approved,35038.37,0.066,0.0674,0.0525,0.3163,0.1045
CUST11765,Male,39,Married,Not Graduate,No,137131.87,3462.42,25775.0,120,0,Urban,773,2024-08-24,Rejected,140594.29,0.183,1.0,1.0,0.7792,0.5059
CUST10878,Female,27,Single,Not Graduate,Yes,36525.56,32650.81,7200.0,240,1,Rural,653,2023-04-26,Approved,69176.37,0.104,0.2237,0.2503,0.5671,0.2343
CUST11995,Male,30,Married,Not Graduate,Yes,99132.4,0.0,17000.0,180,1,Urban,472,2024-12-28,Approved,99132.4,0.171,0.7068,0.6458,0.2473,0.3482
CUST10825,Male,55,Married,Graduate,No,27470.0,6578.84,3300.0,360,1,Rural,748,2023-03-28,Approved,34048.84,0.097,0.1538,0.0928,0.735,0.1008
CUST11996,Male,64,Married,Graduate,No,29473.86,69079.86,4300.0,360,1,Semiurban,533,2024-12-29,Rejected,98553.72,0.044,0.1692,0.1332,0.3551,0.346
CUST11475,Female,20,Married,Post Graduate,No,93868.25,19389.75,10500.0,360,0,Rural,677,2024-03-18,Approved,113258.0,0.093,0.6661,0.3835,0.6095,0.4019
CUST10138,Female,47,Divorced,Graduate,No,48423.81,13744.45,8300.0,360,1,Rural,556,2022-03-17,Rejected,62168.26,0.134,0.3155,0.2947,0.3958,0.2077
CUST10163,Male,40,Divorced,Graduate,No,30324.03,0.0,3600.0,360,1,Rural,731,2022-03-31,Approved,30324.03,0.119,0.1758,0.1049,0.7049,0.0866
CUST11791,Male,20,Divorced,Post Graduate,No,69088.56,16169.88,9400.0,360,1,Rural,674,2024-09-08,Approved,85258.44,0.11,0.4749,0.3391,0.6042,0.2955
CUST11458,Female,34,Married,Not Graduate,Yes,74973.62,27588.68,14200.0,12,1,Rural,696,2024-03-09,Approved,102562.3,0.138,0.5203,0.5328,0.6431,0.3613
CUST10960,Female,59,Divorced,Not Graduate,No,24748.63,0.0,3400.0,300,0,Semiurban,716,2023-06-10,Approved,24748.63,0.137,0.1328,0.0969,0.6784,0.0654
CUST11448,Female,50,Divorced,Not Graduate,Yes,28505.41,0.0,6300.0,180,1,Semiurban,678,2024-03-04,Approved,28505.41,0.221,0.1618,0.2139,0.6113,0.0797
CUST11347,Female,48,Single,Not Graduate,No,13438.29,0.0,1600.0,60,1,Semiurban,624,2024-01-08,Rejected,13438.29,0.119,0.0455,0.0242,0.5159,0.0224
CUST11187,Female,35,Single,Not Graduate,No,115724.63,13588.14,24200.0,360,0,Semiurban,674,2023-10-13,Rejected,129312.77,0.187,0.8348,0.9364,0.6042,0.463
CUST11940,Male,20,Married,Not Graduate,No,21619.81,0.0,2400.0,360,0,Urban,588,2024-11-28,Approved,21619.81,0.111,0.1086,0.0565,0.4523,0.0535
CUST11308,Male,56,Married,Not Graduate,No,20808.27,38449.86,2700.0,360,0,Rural,547,2023-12-18,Rejected,59258.13,0.046,0.1024,0.0686,0.3799,0.1966
CUST11814,Female,46,Married,Graduate,Yes,137131.87,0.0,25775.0,360,1,Semiurban,597,2024-09-20,Approved,137131.87,0.188,1.0,1.0,0.4682,0.4927
CUST10633,Female,41,Single,Graduate,No,38395.44,185586.99,9900.0,180,1,Urban,594,2022-12-13,Approved,223982.43,0.044,0.2381,0.3592,0.4629,0.8229
CUST11196,Male,28,Widowed,Not Graduate,Yes,35468.35,0.0,5200.0,180,1,Semiurban,728,2023-10-18,Rejected,35468.35,0.147,0.2155,0.1695,0.6996,0.1062
CUST10655,Male,20,Single,Not Graduate,No,78751.27,6611.53,8900.0,360,1,Rural,693,2022-12-25,Rejected,85362.8,0.104,0.5495,0.3189,0.6378,0.2959
CUST10016,Female,35,Single,Graduate,No,63557.24,0.0,9100.0,360,0,Urban,655,2022-01-09,Rejected,63557.24,0.143,0.4322,0.3269,0.5707,0.213
CUST11264,Female,49,Single,Not Graduate,No,28307.87,0.0,7300.0,120,1,Urban,653,2023-11-24,Approved,28307.87,0.258,0.1602,0.2543,0.5671,0.079
CUST11173,Male,30,Married,Not Graduate,Yes,38750.77,0.0,10100.0,360,0,Urban,619,2023-10-05,Rejected,38750.77,0.261,0.2408,0.3673,0.5071,0.1187
CUST10137,Female,39,Divorced,Graduate,No,18552.24,15547.4,2100.0,360,1,Semiurban,725,2022-03-17,Approved,34099.64,0.062,0.085,0.0444,0.6943,0.101
CUST11233,Female,34,Married,Graduate,No,19497.78,0.0,3900.0,240,1,Semiurban,681,2023-11-07,Rejected,19497.78,0.2,0.0923,0.1171,0.6166,0.0455
CUST10697,Female,52,Divorced,Graduate,No,30435.29,0.0,10100.0,360,1,Rural,840,2023-01-17,Approved,30435.29,0.332,0.1767,0.3673,0.8975,0.087
CUST11097,Female,28,Married,Graduate,No,67276.34,8644.71,8000.0,300,1,Semiurban,724,2023-08-24,Approved,75921.05,0.105,0.4609,0.2825,0.6926,0.26
CUST11624,Female,23,Married,Not Graduate,No,78714.02,13800.75,8900.0,360,1,Semiurban,771,2024-06-08,Approved,92514.77,0.096,0.5492,0.3189,0.7756,0.3231
CUST10448,Male,30,Married,Not Graduate,No,27302.85,0.0,3900.0,360,0,Semiurban,717,2022-09-03,Rejected,27302.85,0.143,0.1525,0.1171,0.6802,0.0751
CUST11905,Female,25,Widowed,Not Graduate,No,41033.27,15596.31,10700.0,360,1,Rural,642,2024-11-09,Rejected,56629.58,0.189,0.2584,0.3915,0.5477,0.1866
CUST10327,Female,38,Married,Not Graduate,No,63629.01,0.0,9900.0,240,1,Semiurban,677,2022-06-29,Approved,63629.01,0.156,0.4328,0.3592,0.6095,0.2132
CUST10317,Female,45,Single,Graduate,Yes,36726.11,63415.03,8000.0,180,0,Semiurban,633,2022-06-23,Rejected,100141.14,0.08,0.2252,0.2825,0.5318,0.3521
CUST11538,Female,41,Divorced,Not Graduate,No,66474.1,11798.18,15200.0,360,1,Semiurban,801,2024-04-22,Rejected,78272.28,0.194,0.4548,0.5732,0.8286,0.2689
CUST10526,Female,28,Married,Not Graduate,No,25130.0,0.0,3800.0,360,1,Rural,510,2022-10-16,Rejected,25130.0,0.151,0.1357,0.113,0.3145,0.0669
